0.6742788 0.670131 0.8181094 0.90759516 0.18955512 0.00523967 0.6669448 0.42468035 0.35055077 0.5795455 output (0, 3) (0, 1) (0, 4) (2, 4)
0.3379151 0.29516363 0.4447506 0.6297967 0.67949927 0.2721443 0.31523198 0.91349316 0.81402534 0.5724772 output (0, 2) (0, 1) (1, 3) (2, 4)
0.5031859 0.8729916 0.74713314 0.027385756 0.7421748 0.2898813 0.13910896 0.49709418 0.80962056 0.37768924 output (0, 3) (0, 4) (1, 2) (2, 4)
0.8140065 0.90658313 0.15727833 0.7595527 0.5820282 0.9520257 0.6980446 0.83507794 0.10831889 0.046661228 output (0, 3) (1, 2) (1, 4) (2, 3)
0.7963131 0.13397938 0.605711 0.6472771 0.81095684 0.20439157 0.641718 0.34392285 0.7547584 0.9696241 output (0, 2) (1, 3) (1, 4) (2, 3)
0.046723925 0.44787094 0.7587962 0.15785562 0.8595155 0.34899372 0.36562502 0.072480276 0.24170214 0.4319839 output (0, 4) (1, 2) (1, 3) (3, 4)
0.89492226 0.7935078 0.7230566 0.47122687 0.9284285 0.81309247 0.29112023 0.6618046 0.8087831 0.7826191 output (0, 2) (0, 4) (1, 4) (1, 3)
0.057105187 0.627211 0.19395107 0.50601584 0.18174575 0.16409308 0.9766972 0.21183886 0.11774653 0.15939078 output (0, 1) (1, 2) (2, 4) (2, 3)
0.9261711 0.85068065 0.9205269 0.991601 0.122323215 0.13404484 0.9904887 0.5066359 0.9777144 0.06577265 output (0, 1) (0, 3) (2, 4) (3, 4)
0.50387216 0.7196195 0.5722945 0.48431292 0.46984154 0.45406437 0.19593617 0.4952659 0.5371989 0.69608545 output (0, 4) (1, 2) (1, 4) (2, 3)
0.93224597 0.60882914 0.45634955 0.7601888 0.6758943 0.539006 0.9994817 0.4730927 0.5647133 0.54462993 output (0, 3) (0, 2) (1, 4) (2, 4)
0.091847025 0.86644804 0.66480863 0.9636268 0.21914542 0.57927084 0.7718725 0.84891707 0.8517692 0.89373606 output (0, 2) (0, 1) (1, 3) (3, 4)
0.22529683 0.72604156 0.6526127 0.32805553 0.30151725 0.6426655 0.985255 0.17859545 0.02194395 0.2073528 output (0, 2) (1, 3) (1, 2) (2, 4)
0.60120547 0.93057555 0.30325058 0.34673694 0.9746654 0.12233636 0.8190238 0.3941056 0.8600554 0.39909896 output (0, 3) (1, 3) (2, 4) (3, 4)
0.6564323 0.097127676 0.6873526 0.83202505 0.31780863 0.99374354 0.6282401 0.32350186 0.3753592 0.24785192 output (0, 3) (1, 2) (1, 3) (3, 4)
0.11523358 0.12252312 0.81448895 0.70988536 0.29502693 0.919281 0.9819084 0.6052116 0.8304433 0.53450626 output (0, 2) (1, 4) (1, 2) (3, 4)
0.9473619 0.08682399 0.5164205 0.64983416 0.29766273 0.7885616 0.122444816 0.52417266 0.5043193 0.38011754 output (0, 4) (1, 2) (1, 4) (2, 3)
0.16404766 0.91933954 0.63093585 0.36506748 0.012092485 0.8763197 0.6610998 0.5003785 0.015375535 0.45311448 output (0, 2) (1, 3) (1, 4) (2, 4)
0.44793907 0.5722589 0.13805702 0.8340426 0.7761727 0.87671596 0.22851448 0.70076317 0.18758342 0.3378963 output (0, 3) (0, 4) (0, 2) (1, 3)
0.05304255 0.5197488 0.39917368 0.8558046 0.7205737 0.1883454 0.7263914 0.8950925 0.4714909 0.64581925 output (0, 4) (1, 4) (1, 3) (2, 4)
0.41705304 0.30511412 0.37812623 0.8681619 0.18898262 0.19311619 0.5636932 0.7814606 0.46767554 0.40163064 output (0, 4) (0, 2) (1, 3) (3, 4)
0.316697 0.08700093 0.38475087 0.9408998 0.92972773 0.6109498 0.6632705 0.89364254 0.86118627 0.47585613 output (0, 4) (1, 3) (2, 4) (2, 3)
0.14404175 0.7002908 0.8625842 0.9311073 0.31602547 0.105640195 0.96959835 0.28691474 0.95138043 0.10128245 output (0, 2) (1, 3) (2, 4) (3, 4)
0.96036863 0.9393197 0.4991865 0.28677958 0.22028498 0.041392706 0.5576662 0.32893136 0.5539591 0.63950413 output (0, 4) (1, 3) (1, 2) (3, 4)
0.9818182 0.39164597 0.71485484 0.14720704 0.6096209 0.12992118 0.31271872 0.6858687 0.257569 0.49373576 output (0, 1) (1, 2) (2, 4) (3, 4)
0.11461753 0.9067138 0.9184423 0.20515494 0.58144885 0.37066084 0.41707572 0.23279282 0.19468169 0.058376733 output (0, 2) (1, 2) (2, 3) (3, 4)
0.50315154 0.90117204 0.7998168 0.15791923 0.120674744 0.30427507 0.056637306 0.15146469 0.14232013 0.87101126 output (0, 4) (1, 2) (2, 3) (2, 4)
0.7788746 0.7091639 0.17020124 0.62917566 0.42453945 0.627589 0.4568042 0.97867405 0.3007978 0.3730503 output (0, 2) (1, 2) (2, 4) (2, 3)
0.5374689 0.026178245 0.77435005 0.025803924 0.6561215 0.7491693 0.13082036 0.9186226 0.19085196 0.17700474 output (0, 1) (0, 4) (0, 2) (2, 3)
0.9803742 0.34318784 0.10437455 0.35411516 0.71542776 0.82891846 0.15384859 0.44604087 0.434431 0.91462755 output (0, 2) (1, 3) (2, 4) (3, 4)
0.44909674 0.2746524 0.8807852 0.29195422 0.8352315 0.9375912 0.96976453 0.10449869 0.40228927 0.6105959 output (0, 4) (0, 1) (1, 3) (2, 4)
0.59835297 0.633673 0.5073931 0.20761296 0.06807931 0.83997065 0.19749591 0.5660231 0.87098867 0.9549821 output (0, 3) (0, 4) (0, 1) (2, 3)
0.44062197 0.3121353 0.031973638 0.7140702 0.5240193 0.92056596 0.812559 0.25235105 0.03466594 0.94201845 output (0, 3) (0, 1) (1, 4) (2, 4)
0.9562692 0.75031435 0.7985091 0.59315866 0.9455782 0.40849042 0.011332855 0.6194104 0.0070068957 0.5030646 output (0, 1) (1, 2) (1, 3) (3, 4)
0.090827875 0.12094274 0.71344995 0.26872012 0.7569601 0.96051586 0.7010148 0.96164256 0.968407 0.60638916 output (0, 1) (1, 4) (2, 3) (2, 4)
0.0758115 0.86476415 0.6868685 0.90962446 0.56862575 0.83122075 0.67452204 0.1230067 0.79205537 0.25258785 output (0, 2) (1, 2) (2, 4) (3, 4)
0.5296951 0.84668404 0.19039972 0.5501519 0.82844025 0.7338856 0.28135327 0.48409083 0.93736786 0.03317453 output (0, 2) (0, 3) (1, 3) (2, 4)
0.0998496 0.63913757 0.20611301 0.1426571 0.022879424 0.39559805 0.7554664 0.92148095 0.005214279 0.48377913 output (0, 4) (0, 3) (1, 2) (2, 4)
0.672471 0.14299105 0.6078128 0.67474145 0.6580845 0.65230274 0.9972936 0.93687046 0.09357431 0.7886742 output (0, 2) (1, 2) (1, 4) (2, 3)
0.09726329 0.24498498 0.59046257 0.52951205 0.4166828 0.15767974 0.2585749 0.5400195 0.60295224 0.91555893 output (0, 2) (0, 3) (1, 3) (1, 4)
0.26142615 0.36255637 0.9406505 0.07812008 0.76689124 0.3024813 0.48550695 0.29645127 0.4787419 0.4423912 output (0, 4) (1, 2) (2, 3) (3, 4)
0.7712883 0.5059357 0.017282026 0.029181892 0.590072 0.8982706 0.6993543 0.86959034 0.95576465 0.0029775589 output (0, 3) (0, 4) (0, 1) (2, 3)
0.874937 0.96075225 0.33544564 0.01929727 0.83081454 0.17934407 0.612704 0.63462573 0.09710686 0.82436186 output (0, 3) (1, 2) (2, 3) (3, 4)
0.22874574 0.72173274 0.59914386 0.643182 0.56847674 0.7290151 0.41804603 0.71574384 0.8696689 0.63824934 output (0, 3) (1, 2) (1, 4) (2, 3)
0.9004533 0.9293023 0.39705822 0.7952234 0.09419082 0.28054732 0.9833764 0.22993915 0.51154953 0.4500013 output (0, 1) (1, 4) (2, 4) (3, 4)
0.91249055 0.42227033 0.7102221 0.44481462 0.6349067 0.3827391 0.5970607 0.6601383 0.26283965 0.46705627 output (0, 1) (1, 2) (1, 3) (2, 4)
0.3808319 0.91270965 0.4074484 0.27353236 0.23266831 0.95353407 0.7168335 0.42428556 0.59368587 0.21775979 output (0, 2) (0, 3) (1, 4) (3, 4)
0.15317732 0.68620545 0.5196566 0.649092 0.34372002 0.7133744 0.20281778 0.34530547 0.5664492 0.71050143 output (0, 2) (0, 3) (1, 4) (1, 2)
0.21184388 0.11175122 0.36907196 0.059452847 0.81634307 0.24704663 0.18559068 0.7333543 0.4833657 0.29493782 output (0, 1) (1, 4) (2, 4) (3, 4)
0.9016451 0.3707345 0.5598612 0.75079757 0.55101836 0.9726508 0.15367685 0.5425242 0.2681552 0.0805941 output (0, 1) (1, 2) (1, 3) (3, 4)
0.45524955 0.5289565 0.40631583 0.32695165 0.69792205 0.5820999 0.4584529 0.10202716 0.5260046 0.41945502 output (0, 4) (1, 4) (1, 3) (2, 4)
0.8659837 0.92777026 0.58614886 0.44760782 0.74047637 0.92205477 0.03879885 0.93660736 0.99757713 0.40260243 output (0, 2) (1, 4) (1, 2) (2, 3)
0.6399603 0.0167097 0.51271343 0.58040196 0.649885 0.6046996 0.6545079 0.25399098 0.9576867 0.6226552 output (0, 3) (1, 2) (2, 4) (2, 3)
0.15972744 0.7464458 0.16629957 0.10068586 0.406047 0.16571845 0.083643936 0.3661075 0.94955033 0.32446378 output (0, 3) (1, 2) (1, 3) (2, 4)
0.8291554 0.6394385 0.3823893 0.7115956 0.24041866 0.89385724 0.13039643 0.77531636 0.5015483 0.04826403 output (0, 1) (1, 2) (1, 4) (2, 3)
0.9605229 0.24371096 0.7708217 0.41804874 0.69061077 0.45313948 0.27347988 0.43140775 0.16142535 0.77183425 output (0, 1) (1, 2) (2, 3) (3, 4)
0.7733515 0.14868845 0.26194295 0.577016 0.30812192 0.069253854 0.8481394 0.4618606 0.830658 0.12906522 output (0, 4) (0, 3) (0, 2) (1, 2)
0.44663587 0.858005 0.9810952 0.97442824 0.8310136 0.68974584 0.05681381 0.50646156 0.7917041 0.2446203 output (0, 2) (0, 3) (1, 2) (2, 4)
0.09398558 0.63483167 0.28820166 0.19040315 0.05643168 0.4112424 0.36159894 0.22450547 0.53442544 0.6158671 output (0, 2) (1, 3) (1, 2) (3, 4)
0.5843299 0.053636834 0.4109988 0.8118823 0.17960548 0.60331386 0.27441105 0.29975462 0.1969314 0.809995 output (0, 3) (1, 4) (2, 4) (2, 3)
0.718182 0.59349304 0.19857912 0.8009299 0.16419488 0.8394835 0.025042964 0.4194117 0.23944917 0.67093223 output (0, 4) (1, 2) (1, 4) (3, 4)
0.9494405 0.5961395 0.048232652 0.009345527 0.06801147 0.44030565 0.86591613 0.032378193 0.3035887 0.4986323 output (0, 3) (0, 4) (1, 2) (2, 4)
0.95737416 0.4249993 0.10830827 0.93044394 0.8396279 0.5352675 0.7817637 0.59925437 0.95897716 0.49536973 output (0, 4) (1, 3) (2, 3) (2, 4)
0.5098285 0.3616144 0.5839832 0.31390935 0.5828934 0.7885542 0.91381806 0.95578486 0.12433977 0.70518106 output (0, 1) (0, 2) (2, 3) (2, 4)
0.9294759 0.05855136 0.8313351 0.79147387 0.048196197 0.051354915 0.12701426 0.04641967 0.061738566 0.8445933 output (0, 1) (1, 4) (2, 3) (2, 4)
0.41397902 0.23980586 0.14911938 0.26724625 0.6151189 0.9652865 0.8571988 0.09358513 0.73180884 0.64671975 output (0, 1) (0, 3) (0, 4) (2, 4)
0.63440144 0.952382 0.27630827 0.51736045 0.31133312 0.15469076 0.27221698 0.7159947 0.23812076 0.17882061 output (0, 3) (1, 3) (1, 4) (2, 4)
0.14560181 0.16243908 0.28602555 0.50067925 0.32702625 0.29841784 0.71193284 0.24942526 0.45137864 0.6568204 output (0, 2) (1, 2) (1, 4) (2, 3)
0.1134148 0.6802581 0.02937687 0.5121552 0.6781214 0.2305483 0.08262189 0.6910403 0.54063755 0.5126245 output (0, 3) (0, 4) (1, 3) (2, 4)
0.3220628 0.24117577 0.349232 0.8824522 0.5212668 0.19783853 0.8334455 0.6955134 0.493897 0.6030393 output (0, 2) (0, 4) (1, 4) (3, 4)
0.18316026 0.7172598 0.38143465 0.12635621 0.15563138 0.65782446 0.79844433 0.2674991 0.28725168 0.64497507 output (0, 2) (0, 4) (1, 3) (1, 4)
0.062464274 0.091981895 0.5970401 0.85081875 0.8536867 0.71211255 0.4988195 0.4099646 0.2658316 0.91810447 output (0, 3) (1, 2) (1, 4) (1, 3)
0.9881351 0.08675106 0.8133218 0.65195966 0.015555901 0.27135935 0.8433089 0.7639851 0.27803963 0.55840945 output (0, 1) (1, 3) (1, 4) (2, 4)
0.7280175 0.7085545 0.24836273 0.8042382 0.32428133 0.40627635 0.18896773 0.2497115 0.7888011 0.84898174 output (0, 4) (0, 1) (1, 2) (2, 3)
0.54211706 0.6932982 0.74542075 0.6378834 0.19797948 0.89373577 0.5866981 0.84397376 0.7472921 0.98642004 output (0, 3) (0, 1) (2, 3) (3, 4)
0.7075301 0.6262222 0.17422104 0.20661575 0.6632451 0.4638961 0.8207778 0.691035 0.8738185 0.30641058 output (0, 3) (0, 2) (1, 2) (2, 4)
0.8936455 0.35760275 0.1784798 0.41371232 0.26231217 0.33704838 0.10944261 0.6171364 0.62658066 0.03666361 output (0, 4) (1, 2) (1, 3) (2, 4)
0.790317 0.82674104 0.16285203 0.6252277 0.71028674 0.047830198 0.64547575 0.57823765 0.7740616 0.94630116 output (0, 4) (0, 3) (1, 3) (2, 3)
0.37873447 0.11908744 0.89655334 0.2001436 0.4851439 0.23917237 0.91686374 0.79221714 0.31373572 0.28417766 output (0, 2) (1, 2) (1, 3) (2, 4)
0.9618916 0.04222518 0.7721928 0.25926208 0.47052872 0.8716297 0.9590685 0.008089798 0.34408975 0.3525367 output (0, 3) (0, 1) (1, 4) (2, 4)
0.45185283 0.26556137 0.71964157 0.8459882 0.12046773 0.6863464 0.16437627 0.46665856 0.1375264 0.650055 output (0, 3) (1, 4) (2, 4) (3, 4)
0.6630803 0.39102218 0.630296 0.3859316 0.5846444 0.3585114 0.0751045 0.5841187 0.37528872 0.7477564 output (0, 1) (1, 2) (2, 4) (3, 4)
0.30575725 0.18983956 0.3954726 0.047622576 0.6721647 0.12788722 0.06984033 0.16239388 0.049980942 0.3029342 output (0, 1) (0, 3) (1, 2) (3, 4)
0.90361124 0.53044415 0.96270305 0.052535146 0.35297638 0.8598476 0.17622252 0.8192703 0.9314019 0.257155 output (0, 4) (0, 2) (1, 4) (2, 3)
0.6312169 0.6643706 0.8074125 0.071962625 0.76128495 0.7647634 0.8001127 0.96228695 0.86579067 0.7353531 output (0, 2) (0, 1) (2, 4) (2, 3)
0.35343817 0.5641629 0.8706279 0.6857954 0.0970967 0.56462324 0.19680116 0.23501669 0.078781 0.33879474 output (0, 2) (0, 1) (2, 4) (3, 4)
0.8300567 0.44752952 0.77767736 0.4428758 0.7935481 0.6182923 0.014641975 0.9812392 0.38753292 0.63718235 output (0, 1) (0, 2) (2, 4) (3, 4)
0.13794166 0.6009938 0.9473265 0.74360394 0.0220056 0.3346071 0.13755332 0.49690846 0.43039435 0.54300374 output (0, 3) (1, 4) (2, 3) (3, 4)
0.5474718 0.94606435 0.08768974 0.7988244 0.47436783 0.5946119 0.44657138 0.04332587 0.610671 0.96976 output (0, 4) (0, 2) (1, 2) (2, 3)
0.054940496 0.5648672 0.38915882 0.45978674 0.53481036 0.2605114 0.55894816 0.44897637 0.37370935 0.42449173 output (0, 4) (1, 4) (1, 3) (2, 3)
0.12132129 0.6419794 0.08533222 0.807012 0.9931196 0.3218493 0.7477515 0.101443805 0.9740615 0.27872688 output (0, 1) (0, 3) (2, 4) (3, 4)
0.36606354 0.15319912 0.40292233 0.18877053 0.41934168 0.031450156 0.37976772 0.87559634 0.4674765 0.25264594 output (0, 1) (0, 2) (1, 4) (3, 4)
0.2576634 0.15439142 0.59481 0.056070182 0.83416015 0.5892048 0.44965112 0.08967527 0.49252412 0.24759613 output (0, 3) (1, 3) (2, 4) (3, 4)
0.4731886 0.8664716 0.39640936 0.31868473 0.040905967 0.90377456 0.08849256 0.36516958 0.17898138 0.34927237 output (0, 2) (1, 4) (2, 3) (3, 4)
0.3172885 0.35362414 0.1672331 0.558792 0.027838722 0.5840823 0.0069514248 0.547755 0.7997229 0.16516945 output (0, 1) (0, 4) (1, 2) (2, 3)
0.25170827 0.29850113 0.32201838 0.95155144 0.09838265 0.2854086 0.7209736 0.21659438 0.9223696 0.5288912 output (0, 2) (0, 3) (0, 1) (3, 4)
0.31062078 0.18052027 0.9671696 0.09085767 0.53440773 0.8940725 0.8952351 0.8401718 0.60636103 0.45933074 output (0, 4) (1, 4) (2, 3) (2, 4)
0.5451431 0.3230613 0.81102014 0.68842345 0.28107888 0.21637368 0.14958781 0.93812394 0.9539296 0.021888107 output (0, 2) (0, 1) (0, 4) (1, 3)
0.6441568 0.95695376 0.3331199 0.29505932 0.5825488 0.06123643 0.35480568 0.748028 0.73714477 0.9881867 output (0, 4) (0, 3) (1, 2) (1, 3)
0.20373264 0.6738711 0.35338783 0.019467048 0.089129314 0.44133854 0.701704 0.31810874 0.64922595 0.72012085 output (0, 2) (0, 4) (1, 3) (3, 4)
0.2767874 0.00047006918 0.27572086 0.30558088 0.47322983 0.14509575 0.2300663 0.74597704 0.8391595 0.65421915 output (0, 2) (1, 2) (1, 3) (3, 4)
0.9974149 0.0050645904 0.33160198 0.0070416024 0.94743574 0.9830237 0.51967585 0.5259476 0.8114853 0.13389103 output (0, 4) (1, 4) (2, 3) (3, 4)
0.4762076 0.765358 0.14654844 0.3346483 0.071158044 0.15890989 0.71194625 0.18057734 0.7974687 0.20161451 output (0, 1) (1, 2) (1, 3) (3, 4)
0.9105362 0.50519896 0.26402095 0.15102392 0.8037508 0.5576345 0.1368967 0.96488696 0.5728409 0.7076603 output (0, 2) (1, 4) (2, 4) (3, 4)
0.5924915 0.84672135 0.42547545 0.104571596 0.82617027 0.19270745 0.7297069 0.6967005 0.7830033 0.88314855 output (0, 4) (1, 2) (2, 3) (3, 4)
0.36727604 0.92898697 0.5633521 0.91520965 0.020495877 0.6369883 0.5216259 0.8314085 0.846292 0.4241877 output (0, 3) (0, 2) (1, 3) (3, 4)
0.7457033 0.34549862 0.9050579 0.6247497 0.13395223 0.8967432 0.34030703 0.8363004 0.652077 0.22380118 output (0, 4) (0, 1) (1, 3) (2, 3)
0.6375214 0.9391125 0.77612746 0.23098297 0.9409449 0.11803923 0.55014515 0.47965822 0.32313162 0.17345716 output (0, 3) (1, 2) (1, 3) (3, 4)
0.9782064 0.43754715 0.4370785 0.54409397 0.8461186 0.040546853 0.6672046 0.6314366 0.11613785 0.75754315 output (0, 3) (0, 2) (1, 3) (1, 4)
0.5130595 0.39725336 0.31794456 0.9594731 0.5629867 0.008663564 0.7942592 0.8792578 0.7161992 0.13990256 output (0, 4) (0, 3) (1, 3) (2, 4)
0.11117202 0.8739347 0.5539391 0.13481753 0.44435686 0.24478346 0.8837067 0.9327659 0.3322471 0.20225361 output (0, 4) (0, 3) (1, 2) (2, 4)
0.6828438 0.8691709 0.51288223 0.37604547 0.33856177 0.42675442 0.3483779 0.032573543 0.7835895 0.14219554 output (0, 1) (1, 2) (1, 4) (1, 3)
0.32270625 0.0785461 0.6419637 0.93271893 0.59872955 0.895143 0.5563358 0.017813351 0.42582175 0.75787675 output (0, 3) (0, 4) (1, 2) (2, 4)
0.74364567 0.3733578 0.3047545 0.7151137 0.8688894 0.4279915 0.6799443 0.02963248 0.27605817 0.867645 output (0, 2) (0, 3) (0, 1) (1, 4)
0.24883167 0.21479622 0.72161907 0.62695724 0.84842485 0.5733638 0.9221881 0.76435834 0.8626553 0.9512882 output (0, 1) (1, 2) (2, 3) (3, 4)
0.34152934 0.61298734 0.71314585 0.6751482 0.020236235 0.73800796 0.9594329 0.54915965 0.26050633 0.30329043 output (0, 4) (0, 2) (0, 1) (1, 3)
0.12228038 0.14354919 0.2172276 0.8558376 0.95740104 0.079082206 0.5181292 0.22259906 0.23814371 0.051704362 output (0, 4) (1, 3) (2, 3) (3, 4)
0.9199589 0.81705654 0.32090122 0.61426306 0.8259441 0.4448771 0.98280907 0.77392566 0.77501327 0.89275527 output (0, 3) (0, 4) (1, 2) (2, 3)
0.14563881 0.76095885 0.18104027 0.93256277 0.8789379 0.008673979 0.49787942 0.3659648 0.507519 0.78809786 output (0, 1) (1, 4) (2, 3) (3, 4)
0.017463105 0.9147479 0.4975704 0.3638146 0.83482355 0.32954577 0.44446826 0.28663948 0.88777727 0.13543542 output (0, 1) (1, 3) (1, 2) (2, 4)
0.95840085 0.25189984 0.65165913 0.4925292 0.23939636 0.91021407 0.036097568 0.028816434 0.2618833 0.051069647 output (0, 1) (1, 2) (1, 4) (3, 4)
0.007835796 0.0024964302 0.4956964 0.7479648 0.5895858 0.044039533 0.7131231 0.750916 0.20599116 0.36607653 output (0, 4) (1, 3) (1, 4) (2, 4)
0.35763517 0.7133918 0.17935373 0.103227906 0.11857315 0.32880485 0.6979974 0.85725504 0.16515778 0.48989412 output (0, 4) (0, 3) (1, 2) (2, 4)
0.96079004 0.12185991 0.432242 0.09419906 0.90956044 0.09395585 0.24821971 0.63731146 0.9636725 0.96246433 output (0, 2) (1, 2) (1, 3) (3, 4)
0.22500774 0.35830238 0.5613586 0.2747537 0.34314638 0.8660406 0.010544709 0.043538626 0.51432616 0.9020027 output (0, 1) (0, 3) (0, 2) (2, 4)
0.5685821 0.069519445 0.17276324 0.85776585 0.2249401 0.725156 0.24419816 0.4897043 0.64833456 0.026997475 output (0, 4) (0, 3) (1, 2) (2, 3)
0.709922 0.67875963 0.40007398 0.0779072 0.48288935 0.5280523 0.13527861 0.27256405 0.8377536 0.6742457 output (0, 4) (0, 2) (1, 3) (2, 3)
0.77143544 0.89633876 0.5243564 0.29718962 0.4043455 0.044070423 0.03536817 0.9491834 0.561577 0.1877815 output (0, 1) (0, 3) (1, 4) (2, 4)
0.7074808 0.78499186 0.2297609 0.55284166 0.58504677 0.2577628 0.019054076 0.23154719 0.16704094 0.024239162 output (0, 1) (1, 3) (1, 2) (3, 4)
0.023084706 0.12694381 0.65544033 0.8288441 0.6659048 0.47459218 0.31393635 0.72384256 0.42223787 0.7840821 output (0, 3) (1, 4) (1, 2) (3, 4)
0.685331 0.9298165 0.4181104 0.38968682 0.39081138 0.12634312 0.9150457 0.50604904 0.38083708 0.76790875 output (0, 4) (0, 3) (1, 2) (1, 4)
0.35057917 0.46209422 0.26023138 0.8796852 0.6098965 0.76426405 0.21322475 0.43936577 0.010838203 0.7294548 output (0, 3) (1, 4) (1, 2) (3, 4)
0.106680915 0.15255748 0.84883225 0.26978055 0.5811442 0.40760088 0.6625237 0.8638038 0.90984917 0.22950347 output (0, 2) (1, 4) (1, 2) (2, 3)
0.22691011 0.2617547 0.9955531 0.24662969 0.0105565945 0.94485056 0.27940655 0.6488165 0.5980102 0.57938004 output (0, 3) (1, 4) (2, 3) (3, 4)
0.7980341 0.77562934 0.47906774 0.6997788 0.7755623 0.075204626 0.75811607 0.9514276 0.7636339 0.8186791 output (0, 4) (1, 4) (1, 2) (3, 4)
0.5967752 0.08573273 0.6571688 0.032107346 0.0067870994 0.9256082 0.43810967 0.8898788 0.09066527 0.26465872 output (0, 1) (0, 4) (2, 3) (2, 4)
0.017686585 0.27292013 0.5107474 0.5491619 0.57378197 0.19862482 0.6851615 0.8969724 0.686344 0.0040871813 output (0, 2) (1, 2) (1, 3) (2, 4)
0.8724351 0.26642016 0.4457182 0.4224129 0.07518102 0.97024184 0.31434307 0.3532473 0.60585874 0.5616098 output (0, 4) (1, 3) (1, 4) (1, 2)
0.34587514 0.9305942 0.30247572 0.03204642 0.8770984 0.9824152 0.65052545 0.55430317 0.9490008 0.5057344 output (0, 3) (1, 3) (2, 4) (3, 4)
0.4644188 0.7819877 0.75717807 0.0070150495 0.7773542 0.30329576 0.3101355 0.78496516 0.28786644 0.13510069 output (0, 3) (0, 2) (1, 2) (1, 4)
0.941769 0.15023819 0.6996335 0.79590327 0.37414902 0.2257095 0.03387119 0.2993822 0.20093656 0.20342292 output (0, 2) (1, 2) (2, 4) (3, 4)
0.71908724 0.56758314 0.5648493 0.13013053 0.5100691 0.26333168 0.62542117 0.8956637 0.5310892 0.34944096 output (0, 4) (0, 3) (1, 2) (2, 4)
0.08883143 0.10273116 0.99095964 0.11721942 0.3777748 0.9500358 0.52552724 0.30763808 0.24838263 0.072397895 output (0, 4) (1, 3) (2, 3) (3, 4)
0.8334725 0.66684073 0.48925245 0.18565075 0.110471435 0.11964078 0.1240837 0.9547341 0.084042355 0.43476847 output (0, 1) (1, 2) (2, 4) (3, 4)
0.66584975 0.24824671 0.049775805 0.1575868 0.70420986 0.9691583 0.23521894 0.818443 0.096384406 0.17013066 output (0, 4) (1, 4) (2, 3) (3, 4)
0.885272 0.21067804 0.9435378 0.08774329 0.6320056 0.50999224 0.4235122 0.64684945 0.9885393 0.5762477 output (0, 1) (0, 4) (2, 3) (2, 4)
0.009991395 0.93330973 0.83032584 0.5979302 0.9504893 0.9772848 0.696355 0.78558826 0.51811045 0.3244495 output (0, 3) (1, 3) (1, 4) (2, 3)
0.28247142 0.31202984 0.16217294 0.041644294 0.23879524 0.8001591 0.24041773 0.32632694 0.379934 0.9797124 output (0, 3) (1, 3) (2, 4) (2, 3)
0.48649046 0.6416505 0.98547 0.7006341 0.9535557 0.81383055 0.2634974 0.11303706 0.3116776 0.9158204 output (0, 4) (0, 2) (0, 3) (1, 2)
0.9755558 0.5691538 0.3551424 0.51743674 0.3849408 0.53758556 0.62870604 0.9122134 0.26053852 0.21347372 output (0, 3) (1, 2) (1, 4) (2, 3)
0.9971233 0.55193883 0.8299959 0.29858306 0.10830337 0.91466737 0.08096339 0.20614633 0.4129108 0.03910656 output (0, 1) (1, 4) (2, 3) (3, 4)
0.2384483 0.79150057 0.6490802 0.37611035 0.7577445 0.015630713 0.8485416 0.81247854 0.23256846 0.7526762 output (0, 4) (1, 2) (1, 3) (1, 4)
0.35030872 0.31935677 0.7832626 0.065767065 0.5398913 0.46701515 0.10785505 0.41759688 0.8801929 0.8872685 output (0, 2) (0, 3) (1, 2) (2, 4)
0.7129461 0.5547991 0.5243089 0.84225756 0.52174973 0.7612845 0.5055489 0.5696834 0.20572428 0.84152883 output (0, 3) (1, 2) (1, 4) (2, 3)
0.29929304 0.3751367 0.62246734 0.77484703 0.8322635 0.5452754 0.22348583 0.059625376 0.26769018 0.8380945 output (0, 3) (0, 4) (1, 2) (1, 4)
0.38462272 0.58825004 0.79162467 0.24824367 0.18942338 0.51807356 0.44230488 0.057960417 0.4268106 0.60738885 output (0, 4) (0, 2) (1, 3) (1, 4)
0.17401859 0.5998775 0.6034129 0.9177536 0.8388065 0.6884098 0.7689541 0.06062821 0.9673993 0.6903603 output (0, 1) (1, 2) (2, 4) (2, 3)
0.95332456 0.26282534 0.07900231 0.79597884 0.5887516 0.6342572 0.87352455 0.0072987685 0.08630597 0.1263262 output (0, 3) (0, 2) (1, 2) (1, 4)
0.19280775 0.9589875 0.62484235 0.7435445 0.89292026 0.07874077 0.020118158 0.42963377 0.95996165 0.6226129 output (0, 1) (0, 3) (1, 4) (2, 4)
0.12002818 0.101487845 0.715978 0.60178083 0.9697986 0.4497965 0.80331886 0.17567714 0.40500328 0.40305436 output (0, 4) (1, 2) (1, 4) (2, 3)
0.38482484 0.6240213 0.71085775 0.71637267 0.7322528 0.74552286 0.8870732 0.6908616 0.41000527 0.5314102 output (0, 4) (0, 1) (1, 2) (2, 3)
0.29501486 0.43703613 0.9757406 0.083858624 0.7464672 0.95682156 0.8270446 0.19831775 0.86378044 0.22898345 output (0, 3) (0, 2) (1, 4) (3, 4)
0.77850294 0.6056719 0.18700744 0.78956753 0.36962834 0.50846267 0.7476228 0.4660013 0.7594584 0.8744829 output (0, 3) (0, 4) (1, 2) (2, 3)
